Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp
STR_HK416D_Backsight1,A rear iron sight from the HK416D.,A rear iron sight from the HK416D.,A rear iron sight from the HK416D.,Ein hinteres Eisenvisier vom HK416D. ,Целевой прицел от HK416D.,A rear iron sight from the HK416D.,A rear iron sight from the HK416D.,A rear iron sight from the HK416D.,Una mira trasera de hierro de la HK416D.,Un oeilleton métallique de HK416D.,A rear iron sight from the HK416D.,A rear iron sight from the HK416D.,A rear iron sight from the HK416D.,A rear iron sight from the HK416D.
STR_HK416D_Buttstock_Green0,Green HK-416D Buttstock,Green HK-416D Buttstock,Green HK-416D Buttstock,HK-416D Schulterstütze Grün,Зелёный приклад для HK416D,Green HK-416D Buttstock,Green HK-416D Buttstock,Green HK-416D Buttstock,Culata HK-416D Verde,Crosse de HK-416D Verte,Green HK-416D Buttstock,Green HK-416D Buttstock,Green HK-416D Buttstock,Green HK-416D Buttstock
STR_HK416D_Buttstock_Sand0,Sand HK-416D Buttstock,Sand HK-416D Buttstock,Sand HK-416D Buttstock,HK-416D Schulterstütze Sand,Песочный приклад для HK416D,Sand HK-416D Buttstock,Sand HK-416D Buttstock,Sand HK-416D Buttstock,Culata HK-416D Arido,Crosse de HK-416D Sable,Sand HK-416D Buttstock,Sand HK-416D Buttstock,Sand HK-416D Buttstock,Sand HK-416D Buttstock
STR_HK416D_Buttstock0,HK-416D Buttstock,HK-416D Buttstock,HK-416D Buttstock,HK-416D Schulterstütze,Приклад для HK416D,HK-416D Buttstock,HK-416D Buttstock,HK-416D Buttstock,Culata HK-416D,Crosse de HK-416D,HK-416D Buttstock,HK-416D Buttstock,HK-416D Buttstock,HK-416D Buttstock
STR_HK416D_Buttstock1,A collapsible buttstock from the HK416D.,A collapsible buttstock from the HK416D.,A collapsible buttstock from the HK416D.,Falrbare Schulterstütze für das HK416D.,Складной приклад для HK416D,A collapsible buttstock from the HK416D.,A collapsible buttstock from the HK416D.,A collapsible buttstock from the HK416D.,Una culata plegable de la HK416D.,Une crosse rétractable de HK416D.,A collapsible buttstock from the HK416D.,A collapsible buttstock from the HK416D.,A collapsible buttstock from the HK416D.,A collapsible buttstock from the HK416D.
STR_HK417D_Backsight1,A rear iron sight from the HK417D.,A rear iron sight from the HK417D.,A rear iron sight from the HK417D.,Ein hinteres Eisenvisier vom HK417D. ,Целевой прицел от HK417D.,A rear iron sight from the HK417D.,A rear iron sight from the HK417D.,A rear iron sight from the HK417D.,Una mira trasera de hierro de la HK417D.,Un oeilleton métallique de HK417D.,A rear iron sight from the HK417D.,A rear iron sight from the HK417D.,A rear iron sight from the HK417D.,A rear iron sight from the HK417D.
STR_Holosight_Optic0,AVTECH Holosight,AVTECH Holosight,AVTECH Holosight,AVTECH Holovisier,Голографический прицел AVTECH,AVTECH Holosight,AVTECH Holosight,AVTECH Holosight,Mira Holográfica AVTECH ,AVTECH Holosight,AVTECH Holosight,AVTECH Holosight,AVTECH Holosight,AVTECH Holosight
STR_Holosight_Optic1,A holographic weapon sight non-magnifying gunsight that allows the user to look through a glass optical window and see a holographic reticle image superimposed at a distance on the field of view.The hologram of the reticle is built into the window and is illuminated by a laser diode.,A holographic weapon sight non-magnifying gunsight that allows the user to look through a glass optical window and see a holographic reticle image superimposed at a distance on the field of view.The hologram of the reticle is built into the window and is illuminated by a laser diode.,A holographic weapon sight non-magnifying gunsight that allows the user to look through a glass optical window and see a holographic reticle image superimposed at a distance on the field of view.The hologram of the reticle is built into the window and is illuminated by a laser diode.,"Ein holographisches Visier ohne Vergrößerung, das es dem Benutzer ermöglicht, durch ein optisches Glasfenster zu schauen und ein holographisches Fadenkreuzbild zu sehen, das in einiger Entfernung auf dem Sichtfeld überlagert ist. Das Hologramm des Fadenkreuzes ist in das Fenster eingebaut und wird von einer Laserdiode beleuchtet.","Голографический оружейный прицел без увеличения, который позволяет пользователю смотреть через стеклянное оптическое окно и видеть голографическое изображение сетки, наложенное на некотором расстоянии на поле зрения. Голограмма сетки встроена в окно и освещается лазерным диодом",A holographic weapon sight non-magnifying gunsight that allows the user to look through a glass optical window and see a holographic reticle image superimposed at a distance on the field of view.The hologram of the reticle is built into the window and is illuminated by a laser diode.,A holographic weapon sight non-magnifying gunsight that allows the user to look through a glass optical window and see a holographic reticle image superimposed at a distance on the field of view.The hologram of the reticle is built into the window and is illuminated by a laser diode.,A holographic weapon sight non-magnifying gunsight that allows the user to look through a glass optical window and see a holographic reticle image superimposed at a distance on the field of view.The hologram of the reticle is built into the window and is illuminated by a laser diode.,Una mira holográfica sin aumento que permite al usuario mirar a través de una óptica de cristal y ver una retícula holográfica superpuesta en el campo de visión.El holograma de la retícula está incorporado en la lente y es iluminado por un diodo láser.,Un viseur d'arme holographiquenon grossissant qui permet à l'utilisateur de regarder à travers une fenêtre optique en verre et de voir une image de réticule holographique superposée à distance sur le champ de vision.L'hologramme du réticule est intégré dans la fenêtre et est éclairé par une diode laser.,A holographic weapon sight non-magnifying gunsight that allows the user to look through a glass optical window and see a holographic reticle image superimposed at a distance on the field of view.The hologram of the reticle is built into the window and is illuminated by a laser diode.,A holographic weapon sight non-magnifying gunsight that allows the user to look through a glass optical window and see a holographic reticle image superimposed at a distance on the field of view.The hologram of the reticle is built into the window and is illuminated by a laser diode.,A holographic weapon sight non-magnifying gunsight that allows the user to look through a glass optical window and see a holographic reticle image superimposed at a distance on the field of view.The hologram of the reticle is built into the window and is illuminated by a laser diode.,A holographic weapon sight non-magnifying gunsight that allows the user to look through a glass optical window and see a holographic reticle image superimposed at a distance on the field of view.The hologram of the reticle is built into the window and is illuminated by a laser diode.
STR_MARKFXII_Optic0,Leupold Mark FX II,Leupold Mark FX II,Leupold Mark FX II,Leupold Mark FX II,Leupold Mark FX II,Leupold Mark FX II,Leupold Mark FX II,Leupold Mark FX II,Leupold Mark FX II,Leupold Mark FX II,Leupold Mark FX II,Leupold Mark FX II,Leupold Mark FX II,Leupold Mark FX II
STR_MARKFXII_Optic1,"A static x3.5 optic, with 100 to 500m Zeroing.","A static x3.5 optic, with 100 to 500m Zeroing.","A static x3.5 optic, with 100 to 500m Zeroing.",Eine statische x3.5-Optik mit 100 bis 500 m Nullstellung. ,"Статическая оптика x3,5 с пристрелкой от 100 до 500 м.","A static x3.5 optic, with 100 to 500m Zeroing.","A static x3.5 optic, with 100 to 500m Zeroing.","A static x3.5 optic, with 100 to 500m Zeroing.","Una óptica estática x3.5,con reposicion de 100 a 500m.",Une optique statique x3.5 avec remise à zéro de 100 à 500m.,"A static x3.5 optic, with 100 to 500m Zeroing.","A static x3.5 optic, with 100 to 500m Zeroing.","A static x3.5 optic, with 100 to 500m Zeroing.","A static x3.5 optic, with 100 to 500m Zeroing."
STR_MAS36_Bayonet0,MAS-36 Bayonet,MAS-36 Bayonet,MAS-36 Bayonet,MAS-36 Bajonett,Штык для MAS-36,MAS-36 Bayonet,MAS-36 Bayonet,MAS-36 Bayonet,Bayoneta MAS-36 ,Bayonette MAS-36,MAS-36 Bayonet,MAS-36 Bayonet,MAS-36 Bayonet,MAS-36 Bayonet
STR_MAS36_Bayonet1,A bayonet for the MAS-36.,A bayonet for the MAS-36.,A bayonet for the MAS-36.,Ein Bajonett für das MAS-36.,штык-нож,A bayonet for the MAS-36.,A bayonet for the MAS-36.,A bayonet for the MAS-36.,Una bayoneta de MAS-36.,Une bayonnette pour le MAS-36.,A bayonet for the MAS-36.,A bayonet for the MAS-36.,A bayonet for the MAS-36.,A bayonet for the MAS-36.
STR_MAS49_Bayonet0,MAS-49 Bayonet,MAS-49 Bayonet,MAS-49 Bayonet,MAS-49 Bajonett,Штык для MAS-49,MAS-49 Bayonet,MAS-49 Bayonet,MAS-49 Bayonet,Bayoneta MAS-49,Bayonette MAS-49,MAS-49 Bayonet,MAS-49 Bayonet,MAS-49 Bayonet,MAS-49 Bayonet
STR_MAS49_Bayonet1,A bayonet for the MAS-49.,A bayonet for the MAS-49.,A bayonet for the MAS-49.,Ein Bajonett für das MAS-49.,штык-нож,A bayonet for the MAS-49.,A bayonet for the MAS-49.,A bayonet for the MAS-49.,Bayoneta MAS-49,Une bayonnette pour le MAS-49.,A bayonet for the MAS-49.,A bayonet for the MAS-49.,A bayonet for the MAS-49.,A bayonet for the MAS-49.
STR_Mk4_RMR_Optic0,Mark-4 / RMR,Mark-4 / RMR,Mark-4 / RMR,Mark-4 / RMR,Mark-4 / PMR,Mark-4 / RMR,Mark-4 / RMR,Mark-4 / RMR,Mark-4 / RMR,Mark-4 / RMR,Mark-4 / RMR,Mark-4 / RMR,Mark-4 / RMR,Mark-4 / RMR
STR_Mk4_RMR_Optic1,"Leupold & Stevens, Inc. is an American manufacturer of telescopic sights, red dot sights, spotting scopes, and binoculars located in Beaverton, Oregon, United States. This scope is a Mark4 with a fixed zoom, with a holosight on the top for close engagements.","Leupold & Stevens, Inc. is an American manufacturer of telescopic sights, red dot sights, spotting scopes, and binoculars located in Beaverton, Oregon, United States. This scope is a Mark4 with a fixed zoom, with a holosight on the top for close engagements.","Leupold & Stevens, Inc. is an American manufacturer of telescopic sights, red dot sights, spotting scopes, and binoculars located in Beaverton, Oregon, United States. This scope is a Mark4 with a fixed zoom, with a holosight on the top for close engagements.","Leupold & Stevens, Inc. ist ein US-amerikanischer Hersteller von Zielfernrohren, Leuchtpunktvisieren, Spektiven und Ferngläsern in Beaverton, Oregon, USA. Dieses Zielfernrohr ist ein Mark4 mit festem Zoom und einem Holosicht oben für Nahkämpfe.","Leupold & Stevens, Inc. - американский производитель телескопических прицелов, прицелов с красной точкой, зрительных труб и биноклей, расположенный в Бивертоне, штат Орегон, США. Это прицел Mark4 с фиксированным зумом и голографическим прицелом наверху для ближнего боя","Leupold & Stevens, Inc. is an American manufacturer of telescopic sights, red dot sights, spotting scopes, and binoculars located in Beaverton, Oregon, United States. This scope is a Mark4 with a fixed zoom, with a holosight on the top for close engagements.","Leupold & Stevens, Inc. is an American manufacturer of telescopic sights, red dot sights, spotting scopes, and binoculars located in Beaverton, Oregon, United States. This scope is a Mark4 with a fixed zoom, with a holosight on the top for close engagements.","Leupold & Stevens, Inc. is an American manufacturer of telescopic sights, red dot sights, spotting scopes, and binoculars located in Beaverton, Oregon, United States. This scope is a Mark4 with a fixed zoom, with a holosight on the top for close engagements.","Leupold & Stevens, Inc. es un fabricante estadounidense de miras telescópicas, miras de punto rojo, catalejos y prismáticos con sede en Beaverton, Oregón, Estados Unidos. Este visor es un Mark4 con un zoom fijo, con un punto holográfico en la parte superior para encuentros a corta distancia.","Leupold & Stevens, Inc. est un fabricant américain de viseurs télescopiques, de viseurs à point rouge, de lunettes d'observation et de jumelles situé à Beaverton, Oregon, États-Unis. Cette lunette est un Mark4 avec un zoom fixe, avec une holosight sur le dessus pour des engagements rapprochés. ","Leupold & Stevens, Inc. is an American manufacturer of telescopic sights, red dot sights, spotting scopes, and binoculars located in Beaverton, Oregon, United States. This scope is a Mark4 with a fixed zoom, with a holosight on the top for close engagements.","Leupold & Stevens, Inc. is an American manufacturer of telescopic sights, red dot sights, spotting scopes, and binoculars located in Beaverton, Oregon, United States. This scope is a Mark4 with a fixed zoom, with a holosight on the top for close engagements.","Leupold & Stevens, Inc. is an American manufacturer of telescopic sights, red dot sights, spotting scopes, and binoculars located in Beaverton, Oregon, United States. This scope is a Mark4 with a fixed zoom, with a holosight on the top for close engagements.","Leupold & Stevens, Inc. is an American manufacturer of telescopic sights, red dot sights, spotting scopes, and binoculars located in Beaverton, Oregon, United States. This scope is a Mark4 with a fixed zoom, with a holosight on the top for close engagements."
